epochs,rmse,mae
0,0.0,0.0
1,0.6203098065955887,0.4943532826002361
5,0.4970118016855367,0.489796973128503
10,0.4918961967076857,0.4882005083000153
20,0.49293992948523474,0.4887089648584585
